item,title,genres,ratings
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,
1077,Sleeper (1973),Comedy|Sci-Fi,
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,
1299,"Killing Fields, The (1984)",Drama|War,
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,
2243,Broadcast News (1987),Comedy|Drama|Romance,
40629,Pride & Prejudice (2005),Drama|Romance,
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance,
4901,Spy Game (2001),Action|Crime|Drama|Thriller,
5013,Gosford Park (2001),Comedy|Drama|Mystery,
5872,Die Another Day (2002),Action|Adventure|Thriller,
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,
6787,All the President's Men (1976),Drama|Thriller,
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,
102445,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,
52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,
57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller,
80549,Easy A (2010),Comedy|Romance,
88744,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,
94864,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,
122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,
122900,Ant-Man (2015),Action|Adventure|Sci-Fi,
122918,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi,
166528,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi,
4002,"Planes, Trains & Automobiles (1987)",Comedy,
4343,Evolution (2001),Comedy|Sci-Fi,
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,
3968,Bedazzled (2000),Comedy,
1293,Gandhi (1982),Drama,
3424,Do the Right Thing (1989),Drama,
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,5
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,
909,"Apartment, The (1960)",Comedy|Drama|Romance,
1021,Angels in the Outfield (1994),Children|Comedy,
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,
1257,Better Off Dead... (1985),Comedy|Romance,
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,1
3072,Moonstruck (1987),Comedy|Romance,
1499,Anaconda (1997),Action|Adventure|Thriller,
3254,Wayne's World 2 (1993),Comedy,
3252,Scent of a Woman (1992),Drama,
3269,Forever Young (1992),Drama|Romance|Sci-Fi,
2431,Patch Adams (1998),Comedy|Drama,
2109,"Jerk, The (1979)",Comedy,
1982,Halloween (1978),Horror,
2616,Dick Tracy (1990),Action|Crime,
4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller,
3969,Pay It Forward (2000),Drama,
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,
3556,"Virgin Suicides, The (1999)",Drama|Romance,
3476,Jacob's Ladder (1990),Horror|Mystery,
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,
3148,"Cider House Rules, The (1999)",Drama,
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,
2795,National Lampoon's Vacation (1983),Comedy,
413,Airheads (1994),Comedy,
2478,¡Three Amigos! (1986),Comedy|Western,
2409,Rocky II (1979),Action|Drama,
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,
2082,"Mighty Ducks, The (1992)",Children|Comedy,
1960,"Last Emperor, The (1987)",Drama,
1614,In & Out (1997),Comedy,
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,
1476,Private Parts (1997),Comedy|Drama,
1235,Harold and Maude (1971),Comedy|Drama|Romance,
916,Roman Holiday (1953),Comedy|Drama|Romance,
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,
4388,Scary Movie 2 (2001),Comedy,
